vocab,pattern_name,english,japanese
少し,少し〜,少しでも,even a little bit
少し,少し〜,少しずつ,little by little
少し,少し〜,少しだけ,only a little bit
アメリカ人,〜はアメリカ人,アンはアメリカ人,Ann is American
アメリカ人,〜はアメリカ人,母はアメリカ人,my mother is American
アメリカ人,〜はアメリカ人,父はアメリカ人,my father is American
アメリカ人,アメリカ人の〜,アメリカ人のチーム,the American team
アメリカ人,アメリカ人の〜,アメリカ人の女の子,an American girl
アメリカ人,アメリカ人の〜,アメリカ人の友人,an American friend
リンゴ,リンゴ〜,リンゴジュース,apple juice
リンゴ,リンゴ〜,リンゴダイエット,apple diet (for weight loss)
リンゴ,リンゴ〜,リンゴジャム,apple jam
リンゴ,リンゴの〜,リンゴの木,apple tree
リンゴ,リンゴの〜,リンゴのコンポート,apple compote
リンゴ,リンゴの〜,リンゴのブランデー,apple brandy
リンゴ,リンゴの〜,リンゴのかけら,a piece of apple
リンゴ,リンゴを〜,リンゴをたべる,to eat an apple
リンゴ,リンゴを〜,リンゴをかじる,to bite into an apple
リンゴ,リンゴを〜,リンゴをむく,to peel an apple
リンゴ,リンゴと〜,リンゴとミカン,an apple and a tangerine
リンゴ,リンゴと〜,リンゴとバナナ,an apple and a banana
リンゴ,リンゴと〜,リンゴとオレンジ,an apple and an orange
リンゴ,リンゴが〜,リンゴがある,there's an apple
リンゴ,リンゴが〜,リンゴができる,an apple is produced
リンゴ,リンゴが〜,リンゴがなる,an apple grows
リンゴ,〜リンゴ,くさったリンゴ,a rotten apple
リンゴ,〜リンゴ,スライスしたリンゴ,a sliced apple
リンゴ,〜リンゴ,おいしいリンゴ,a delicious apple
リンゴ,〜リンゴ,あまいリンゴ,a sweet apple
リンゴ,〜リンゴ,きれいなリンゴ,a beautiful apple
リンゴ,〜リンゴ,フレッシュなリンゴ,a fresh apple
リンゴ,リンゴや～,リンゴやバナナ,apples and bananas
リンゴ,リンゴや～,リンゴやミカン,apples and tangerines
リンゴ,リンゴや～,リンゴやブドウ,apples and grapes
矢,矢を〜,矢をはなつ,"to fire an arrow, to launch an arrow"
矢,矢を〜,矢をつがえる,to ready an arrow
矢,矢を〜,矢をうつ,to fire an arrow
矢,〜の矢,キューピッドの矢,Cupid's arrows
矢,〜の矢,ダーツの矢,darts
矢,〜の矢,アーチェリーの矢,archery arrows
矢,矢が〜,矢があたる,an arrow hits something
矢,矢が〜,矢がささる,an arrow pierces something
矢,矢が〜,矢がとぶ,an arrow flies
〜台,〜台,三台,"three vehicles, three machines"
〜台,〜台,一台,"one vehicle, one machine"
〜台,〜台,四十二台,"forty-two vehicles, forty-two machines"
太字,太字の〜,太字のペン,a thick pen
太字,太字の〜,太字のゴシック,Bold Gothic (font)
太字,太字の〜,太字のフォント,bold fonts
太字,太字に〜,太字になる,to become bold
太字,太字に〜,太字にできる,can make something bold
太字,太字に〜,太字にする,to make something bold
太字,太字で〜,太字でプリントする,to print in bold
太字,太字で〜,太字でかく,"to type in bold, to write in bold"
太字,太字で〜,太字で入力する,to input in bold
イギリス人,イギリス人の〜,イギリス人の友人,British friends
