vocab,pattern_name,english,japanese
全部,全部〜,全部食べる,to eat all of it
全部,全部〜,全部やる,to do everything
全部,全部〜,全部見る,to look at everything
天使,天使の〜,天使のつばさ,angel wings
天使,天使の〜,天使の声,voice of an angel
天使,天使の〜,天使のすがた,the figure of an angel
天使,天使が〜,天使がいる,there is an angel
天使,天使が〜,天使が持つ,the angel holds
天使,天使が〜,天使がくれる,the angel gives me
天使,〜の天使,二人の天使,two angels
天使,〜の天使,他の天使,another angel
天使,〜の天使,死の天使,angel of death
角度,〜の角度,手首の角度,wrist angle
角度,〜の角度,バックミラーの角度,rearview mirror angle
角度,〜の角度,ひじの角度,elbow angle
角度,〜角度,ちがう角度,different angle
角度,〜角度,あらゆる角度,every angle
角度,〜角度,いろんな角度,various angles
発表,発表を〜,発表をする,to do a presentation
発表,発表を〜,発表を行う,to give a presentation
発表,発表を〜,発表を見る,to look at the announcement
発表,〜発表,研究発表,research presentation
発表,〜発表,中間発表,an interim report
発表,〜発表,学会発表,conference presentation
発表,〜の発表,バレエの発表,ballet recital
発表,〜の発表,研究の発表,research presentation
発表,〜の発表,ピアノの発表,piano recital
発表,発表〜,発表日,announcement date
発表,発表〜,発表者,presenter
発表,発表〜,発表会,"presentation meeting, recital"
記事,記事を〜,記事を見る,to look at an article
記事,記事を〜,記事をアップする,to upload an article
記事,記事を〜,記事を作る,to create an article
記事,〜記事,ニュース記事,news article
記事,〜記事,インタビュー記事,interview article
記事,〜記事,ブログ記事,blog article
仮定,仮定を〜,仮定をする,to make an assumption
仮定,仮定を〜,仮定を立てる,to formulate a hypothesis
仮定,仮定を〜,仮定をおく,to establish a hypothesis
仮定,〜の仮定,一つの仮定,one hypothesis
仮定,〜の仮定,次の仮定,the next hypothesis
仮定,〜の仮定,他の仮定,another assumption
通り,通りに〜,通りに立つ,to stand on the street
通り,通りに〜,通りに入る,to enter the street
通り,通りに〜,通りに出る,to go out on the street
通り,〜通り,あの通り,that way
通り,〜通り,その通り,"that's right, that way"
通り,〜通り,この通り,in this way
通り,〜な通り,しずかな通り,quiet avenue
通り,〜な通り,大きな通り,large avenue
通り,〜な通り,小さな通り,small avenue
通り,〜の通り,次の通り,the next avenue
通り,〜の通り,名前の通り,just like the name suggests
通り,〜の通り,ことばの通り,exactly as stated
通り,通りを〜,通りをわたる,to cross the avenue
通り,通りを〜,通りをぬける,to pass through the avenue
通り,通りを〜,通りを歩く,to walk down the avenue
美しい,美しい〜,美しい色,beautiful color
美しい,美しい〜,美しい人,beautiful woman
美しい,美しい〜,美しい花,beautiful flower
美しい,〜が美しい,デザインが美しい,beautiful design
美しい,〜が美しい,コントラストが美しい,beautiful contrast
美しい,〜が美しい,形が美しい,shape is beautiful
美しい,〜は美しい,花は美しい,flowers are beautiful
美しい,〜は美しい,バラは美しい,roses are beautiful
美しい,〜は美しい,あなたは美しい,you are beautiful
美人,美人〜,美人コンテスト,beauty contest
美人,美人〜,美人モデル,a beautiful model
美人,美人〜,美人ママ,a beautiful mother
美人,美人に〜,美人に見える,to look beautiful
美人,美人に〜,美人になれる,can become a beautiful woman
美人,美人に〜,美人になる,to become a beautiful woman
美人,美人が〜,美人がいる,there is a beautiful woman
美人,美人が〜,美人がならぶ,beautiful women line up
美人,美人が〜,美人が立つ,the beautiful woman stands
気を付けて,気を付けて〜,気を付けてね,be careful
気を付けて,気を付けて〜,気を付けてする,to do something carefully
気を付けて,気を付けて〜,気を付けてください,please be careful
白黒,白黒の〜,白黒のネコ,black and white cat
白黒,白黒の〜,白黒の絵,black and white picture
白黒,白黒の〜,白黒のチェック,black and white checkered pattern
白黒,白黒〜,白黒テレビ,black and white TV
白黒,白黒〜,白黒コピー,black and white copy
白黒,白黒〜,白黒つける,to make something clear
体重,体重を〜,体重をかける,to put one's weight on
体重,体重を〜,体重をコントロールする,to control one's own weight
体重,体重を〜,体重をチェックする,to check someone's weight
体重,体重〜,体重オーバー,to be over a weight limit
体重,体重〜,体重不足,being underweight
体重,体重〜,体重チェック,weight check
体重,体重が〜,体重が足りない,to not have enough body weight
体重,体重が〜,体重がかかる,something takes weight
体重,体重が〜,体重がもどる,to gain weight back
本屋,本屋が〜,本屋ができる,a bookstore is established
本屋,本屋が〜,本屋がある,there is a bookstore
本屋,本屋が〜,本屋が売る,a bookstore sells
本屋,本屋を〜,本屋を見る,to look at a bookstore
本屋,本屋を〜,本屋をやる,to run a bookstore
本屋,本屋を〜,本屋をのぞく,to peek into a bookstore
本屋,本屋〜,本屋めぐり,going around various bookstores
本屋,本屋〜,本屋どうし,fellow booksellers
本屋,本屋〜,本屋さん,bookstore
肉屋,肉屋で〜,肉屋ではたらく,to work at the butcher shop
肉屋,肉屋で〜,肉屋で買う,to buy at the butcher shop
肉屋,肉屋で〜,肉屋でもらう,to receive at the butcher shop
肉屋,肉屋の〜,肉屋の店先,butcher's store front
肉屋,肉屋の〜,肉屋の子,the butcher's boy
肉屋,肉屋の〜,肉屋の前,in front of the butcher shop
肉屋,お肉屋〜,お肉屋さん,butcher shop
交代,〜交代,ピッチャー交代,a change in pitcher
交代,〜交代,社長交代,a change in president
交代,〜交代,リーダー交代,a change in leader
交代,交代で〜,交代で来る,to come in shifts
交代,交代で〜,交代で行く,to go in shifts
交代,交代で〜,交代で入る,to go in as a substitute
服,〜の服,自分の服,one's own clothes
服,〜の服,ブランドの服,brand name clothing
服,〜の服,お気に入りの服,favorite clothes
服,服を〜,服を買う,to buy clothes
服,服を〜,服をきる,to wear clothing
服,服を〜,服をぬぐ,to undress
服,〜服,白い服,white clothing
服,〜服,かわいい服,cute clothes
服,〜服,黒い服,black clothing
工事,〜工事,電気工事,electrical work
工事,〜工事,リフォーム工事,renovation work
工事,〜工事,土木工事,public works
工事,工事を〜,工事を行う,to carry out construction
工事,工事を〜,工事をする,to do construction
工事,工事を〜,工事を中止する,to suspend construction
相談,相談に〜,相談に行く,to go for advice
相談,相談に〜,相談に乗る,to give advice
